12,1,00,8.5
12,1,1,8.3
12,1,2,8.2
12,1,3,7.5
12,1,4,8.0
12,1,5,7.8
12,1,6,7.4
12,1,7,7.6
12,1,8,8.6
12,1,9,9.4
12,1,10,11.7
12,1,11,15.6
12,1,12,17.2
12,1,13,17.6
12,1,14,18.3
12,1,15,17.1
12,1,16,16.1
12,1,17,14.6
12,1,18,13.5
12,1,19,13.0
12,1,20,12.0
12,1,21,10.7
12,1,22,10.2
12,1,23,9.3
12,2,00,8.5
12,2,1,8.0
12,2,2,7.6
12,2,3,7.5
12,2,4,7.3
12,2,5,7.3
12,2,6,7.0
12,2,7,6.8
12,2,8,7.6
12,2,9,9.8
12,2,10,13.2
12,2,11,15.9
12,2,12,18.0
12,2,13,17.9
12,2,14,17.4
12,2,15,16.5
12,2,16,15.8
12,2,17,15.4
12,2,18,14.9
12,2,19,14.5
12,2,20,14.4
12,2,21,14.4
12,2,22,14.2
12,2,23,14.4
12,3,00,14.2
12,3,1,14.0
12,3,2,13.9
12,3,3,14.1
12,3,4,14.0
12,3,5,14.4
12,3,6,14.4
12,3,7,14.7
12,3,8,14.7
12,3,9,14.9
12,3,10,15.3
12,3,11,15.8
12,3,12,16.5
12,3,13,18.6
12,3,14,19.0
12,3,15,18.8
12,3,16,19.0
12,3,17,18.8
12,3,18,18.8
12,3,19,19.1
12,3,20,18.7
12,3,21,18.7
12,3,22,18.4
12,3,23,18.7
12,4,00,18.6
12,4,1,19.3
12,4,2,18.9
12,4,3,19.1
12,4,4,19.1
12,4,5,19.3
12,4,6,19.6
12,4,7,19.5
12,4,8,19.7
12,4,9,19.7
12,4,10,20.1
12,4,11,21.4
12,4,12,23.8
12,4,13,25.1
12,4,14,23.2
12,4,15,20.4
12,4,16,19.9
12,4,17,17.8
12,4,18,16.8
12,4,19,16.2
12,4,20,15.8
12,4,21,16.0
12,4,22,15.5
12,4,23,15.3
12,5,00,15.3
12,5,1,15.0
12,5,2,15.5
12,5,3,14.9
12,5,4,14.5
